Code_x,Description,Code_y
MUC,"Munich, Germany: Muenchen",13518
MUE,"Kamuela, HI: Waimea-Kohala",13520
MUG,"Mulege, Mexico: Mulege Airport",13521
MUH,"Mersa Matruh, Egypt: Mersa Matruh Airport",13522
MUL,"Moultrie, GA: Spence",13523
MUN,"Maturin, Venezuela: Jose Tadeo Monagas International",13524
MUO,"Mountain Home, ID: Mountain Home AFB",13525
MUR,"Marudi, Malaysia: Marudi Airport",13526
MUT,"Muscatine, IA: Muscatine Municipal",13527
MUX,"Multan, Pakistan: Multan International",13528
MUZ,"Musoma, Tanzania: Musoma Airport",13530
MVB,"Mvengue, Gabon: Mvengue Airport",13531
MVC,"Monroeville, AL: Monroe County Aeroplex",16527
MVD,"Montevideo, Uruguay: Carrasco International",13532
MVF,"Mossoro, Brazil: Dixsept Rosado",13533
MVJ,"Mandeville, Jamaica: Marlboro",13534
MVL,"Morrisville, VT: Morrisville Stowe State",13535
MVM,"Kayenta, AZ: Kayenta Airport",13536
MVN,"Mount Vernon, IL: Mount Vernon Airport",13537
MVR,"Maroua, Cameroon: Salak",13539
MVW,"Burlington/Mount Vernon, WA: Skagit Regional",13540
MVY,"Martha's Vineyard, MA: Martha's Vineyard Airport",13541
MVZ,"Masvingo, Zimbabwe: Masvingo International",11788
MWA,"Marion/Herrin, IL: Veterans Airport of Southern Illinois",13543
MWC,"Milwaukee, WI: Lawrence J Timmerman",13544
MWD,"Mianwali, Pakistan: Mianwali Airport",13545
MWH,"Moses Lake, WA: Grant County International",13546
MWL,"Mineral Wells, TX: Mineral Wells Regional",13547
MWM,"Windom, MN: Windom Municipal",13548
MWO,"Middletown, OH: Middletown Regional/Hook Field",13549
MWQ,"Magwe, Burma: Magway",13550
MWX,"Muan, South Korea: Muan International",16462
MWZ,"Mwanza, Tanzania: Mwanza Airport",13551
MXB,"Masamba, Indonesia: Andi Jemma",13552
MXC,"Monticello, UT: Monticello Airport",13553
MXE,"Maxton, NC: Laurinburg-Maxton",13554
MXF,"Montgomery, AL: Maxwell AFB",13555
MXG,"Marlboro, MA: Marlboro Airport",13556
MXH,"Moro, Papua New Guinea: Moro Airport",13557
MXJ,"Minna, Nigeria: Minna Airport",13558
MXL,"Mexicali, Mexico: Mexicali International",13559
MXP,"Milan, Italy: Malpensa",13560
MXS,"Maota, Samoa: Maota Airport",13561
MXT,"Maintirano, Madagascar: Maintirano Airport",13562
MXX,"Mora, Sweden: Mora Airport",13563
MXY,"McCarthy, AK: McCarthy Airport",13564
MYA,"Moruya, Australia: Moruya Airport",13565
MYB,"Mayumba, Gabon: Mayumba Airport",13566
MYC,"Maracay, Venezuela: Maracay Airport",13567
MYD,"Malindi, Kenya: Malindi Airport",13568
MYE,"Miyake Jima, Japan: Miyake Jima Airport",13569
MYF,"San Diego, CA: Montgomery Gibbs Executive",13570
MYG,"Mayaguana, The Bahamas: Mayaguana Airport",13571
MYH,"Marble Canyon, AZ: Cliff Dwellers",13572
MYJ,"Matsuyama, Japan: Matsuyama Airport",13573
MYK,"May Creek, AK: May Creek Airport",13574
MYL,"McCall, ID: McCall Municipal",13575
MYP,"Mary, Turkmenistan: Mary Airport",13576
MYR,"Myrtle Beach, SC: Myrtle Beach International",13577
MYT,"Myitkyina, Burma: Myitkyina Airport",13578
MYU,"Mekoryuk, AK: Mekoryuk Airport",13579
MYV,"Marysville, CA: Yuba County",13580
MYW,"Mtwara, Tanzania: Mtwara Airport",13581
MYY,"Miri, Malaysia: Miri Airport",13582
MZB,"Mocimboa Da Praia, Mozambique: Mocimboa Da Praia Airport",13584
MZG,"Makung, Taiwan: Ma Kung AB",13585
MZI,"Mopti, Mali: Ambodedjo",13586
MZJ,"Marana, AZ: Pinal Airpark",13587
MZK,"Marakei, Kiribati: Marakei Airport",13588
MZL,"Manizales, Colombia: La Nubia",13589
MZM,"Metz, France: Metz-Nancy Metz-Frescaty",13590
MZN,"Minj, Papua New Guinea: Minj Airport",13591
MZO,"Manzanillo, Cuba: Sierra Maestra International",13592
MZR,"Mazar-I-Sherif, Afghanistan: Mawlana Jalaluddin Muhammad Balkhi",13593
MZT,"Mazatlan, Mexico: Mazatlan International",13594
MZZ,"Marion, IN: Marion Municipal McKinney Field",13595
N1C,"Cherry Point, NC: Cherry Point MCAS",13697
N1E,"Dirkau, Niger: Dirkou",16786
N1J,"Hackettstown, NJ: Hackettstown Airport",16861
N1Y,"Canandaigua, NY: Canandaigua Airport",16680
N2C,"Monroe, NC: Charlotte Monroe Executive",16719
N2J,"Reading, NJ: Solberg Hunterdon",16924
N2Y,"Seneca Falls, NY: Finger Lakes Regional",16715
N3C,"Franklin, NC: Macon County",16728
N3Y,"Ticonderoga, NY: Ticonderoga Municipal",16724
N47,"Pottstown, PA: Pottstown Municipal",13596
N4C,"Sanford, NC: Raleigh Exec Jetport at Sanford Lee County",16750
N4Y,"Southampton, NY: Southampton Heliport",16815
N5C,"Whiteville, NC: Columbus County Municipal",16754
N5Y,"South Bethlehem, NY: South Albany",16863
N6C,"Siler City, NC: Siler City Municipal",16769
N6Y,"Ellenville, NY: Joseph Y Resnick",16867
N7C,"Ahoskie, NC: Tri County at Henry Joyner Field",16883
N7Y,"North Haven, NY: Sbnynb",16966
N87,"Robbinsville, NJ: Trenton-Robbinsville",13597
N8C,"Oak Island, NC: Cape Fear Regional Jetport Howie Franklin",16927
N8K,"Nikisha, AK: McGahan Industrial Park",16818
NAA,"Narrabri, Australia: Narrabri Airport",13598
NAD,"North Adams, MA: Harriman-and-West",13599
NAG,"Nagpur, India: Dr. Baba Saheb Ambedkar International",13600
NAK,"Nakhon Ratchasima, Thailand: Nakhon Ratchasima Airport",13601
NAN,"Nadi, Fiji: Nadi International",13602
NAO,"Nanchong, China: Nanchong Airport",13603
NAP,"Naples, Italy: Capodichino",13604
NAS,"Nassau, The Bahamas: Lynden Pindling International",13605
NAT,"Natal, Brazil: Campo Augusto Severo",13606
NAU,"Napuka Islnd, French Polynesia: Napuka",13607
NAV,"Nevsehir, Turkey: Nevsehir Airport",16413
NAZ,"Star Harbour, Solomon Islands: Nana",13609
NB1,"St Stephen, Canada: St Stephen Airport",16587
NBA,"Nambaiyufa, Papua New Guinea: Nambaiyufa Airport",13610
NBC,"Naberevnye Chelny, Russia: Begishevo",13611
NBE,"Enfidha, Tunisia: Enfidha Airport",16970
NBG,"New Orleans, LA: New Orleans NAS JRB",13612
NBJ,"Newburgh, NY: Newburgh Airport",13613
NBO,"Nairobi, Kenya: Nairobi Jomo Kenyatta International",13616
NBU,"Glenview, IL: Glenview NAS",13617
NBW,"Guantanamo, Cuba: Guantanamo Bay NS",13618
NC1,"Gastonia, NC: Gastonia Municipal",13619
NC2,"Smithfield, NC: Johnston Regional",13620
NC3,"Shelby, NC: Shelby-Cleveland County Regional",13621
NC4,"Currituck, NC: Currituck County Regional",13622
NC5,"Kenansville, NC: Duplin County",13623
NC6,"Oxford, NC: Henderson Oxford",16502
NC7,"Beaufort, NC: Michael J. Smith Field",16510
NC8,"Burlington, NC: Burlington Alamance Regional",16552
NC9,"Rockingham, NC: Richmond County",16640
NCA,"North Caicos, Turks and Caicos Islands: North Caicos International",13624
NCE,"Nice, France: Nice Cote D Azur",13625
NCH,"Nachingwea, Tanzania: Nachingwea Airport",13626
NCI,"Necocli, Colombia: Necocli Airport",13627
NCL,"Newcastle, United Kingdom: Newcastle Airport",13628
NCN,"Chenega, AK: Chenega Bay",13629
NCO,"North Kingstown, RI: Quonset State Air Reserve National Guard Helipad",13630
NCP,"Subic Bay, Philippines: Cubi Point NAS",13631
NCS,"Newcastle, South Africa: Newcastle Airport",13633
NCT,"Nicoya, Costa Rica: Miguel Angel Castillo Zumbado",13634
NCU,"Nukus, Uzbekistan: Nukus Airport",13635
NCY,"Annecy, France: Annecy Meythet",13636
ND1,"Kindred, ND: Robert Odegaard Field",13637
NDB,"Nouadhibou, Mauritania: Nouadhibou Airport",13638
NDC,"Nanded, India: Nanded Airport",13639
NDJ,"Ndjamena, Chad: Hassan Djamous",13641
NDL,"Ndele, Central African Republic: Ndele Airport",13642
NDR,"Nador, Morocco: El Aroui International",13643
NDZ,"Cuxhaven, Germany: Nordholz-Spieka",13644
NE1,"Gothenburg, NE: Gothenburg Municipal",13645
NE2,"Blair, NE: Blair Exec",13646
NE3,"York, NE: York Municipal",16661
NE4,"Champion, NE: Smith Field",16805
NEA,"Brunswick, GA: Glynco NAS",13647
NEG,"Negril, Jamaica: Negril Airport",13648
NEL,"Lakehurst, NJ: Lakehurst/Maxfield Field",13650
NER,"Neryungri, Russia: Neryungri Airport",13651
NEU,"Sam Neua, Laos: Samneua",13653
NEV,"Nevis, Saint Kitts and Nevis: Vance Winkworth Amory",13654
NEW,"New Orleans, LA: Lakefront",13655
NFL,"Fallon, NV: Fallon NAS",13656
NG1,"Bernin Kebbi, Nigeria: Birnin Kebbi International",16887
NGA,"Young, Australia: Young Airport",13657
NGB,"Ningbo, China: Ningbo Lishe International",13658
NGC,"Grand Canyon, AZ: North Rim",13659
NGD,"Anegada, British Virgin Islands: Auguste George",13660
NGE,"N'Gaoundere, Cameroon: N'Gaoundere Airport",13661
NGF,"Kaneohe, HI: Kaneohe Bay MCAS",13662
NGM,"Guam, TT: Agana NAS",13663
NGO,"Nagoya, Japan: Chubu Centrair International",13694
NGP,"Corpus Christi, TX: Corpus Christi NAS",13665
NGS,"Nagasaki, Japan: Nagasaki Airport",13666
NGU,"Norfolk, VA: Norfolk NS",13667
NGZ,"Alameda, CA: Alameda NAS",13668
NH1,"Hampton, NH: Hampton Airfield",16548
NH2,"Gorham, NH: Gorham Airport",16730
NH3,"Haverhill, NH: Dean Memorial",16731
NH4,"Moultonboro, NH: Moultonborough",16813
NH5,"Hillsboro, NH: Hawthorne Feather Airpark",16868
NHA,"Nha-Trang, Vietnam: Nha Trang",13669
NHD,"Dubai, United Arab Emirates: Minhad AB",13670
NHK,"Patuxent River, MD: Patuxent River NAS",13671
NHT,"Northolt, United Kingdom: RAF Northolt",13672
NHV,"Nuku Hiva, French Polynesia: Nuku Hiva Fr.Poly.",13673
NHZ,"Brunswick, ME: Brunswick Executive",13674
NIA,"Nimba, Liberia: Nimba Airport",13675
NIB,"Nikolai, AK: Nikolai Airport",13676
NIC,"Nicosia, Cyprus: Nicosia Airport",13677
NIE,"Niblack, AK: Niblack Airport",13678
NIG,"Nikunau, Kiribati: Nikunau Airport",13679
NIM,"Niamey, Niger: Diori Hamani",13680
NIN,"Ninilchik, AK: Ninilchik Airport",13681
NIP,"Jacksonville, FL: Jacksonville NAS",13682
NIS,"Simberi Island, Papua New Guinea: Simberi",16544
NIT,"Niort, France: Niort Airport",13683
NIX,"Nioro, Mali: Nioro Airport",13684
NJ1,"Berlin, NJ: Camden County",13685
NJ2,"West Creek, NJ: Eagles Nest",13686
NJ3,"Somerville, NJ: Somerset",14899
NJ4,"Ocean City, NJ: Ocean City Municipal",16568
NJ5,"Sussex, NJ: Sussex Airport",16585
NJ6,"Lumberton, NJ: Flying W",16625
NJ7,"New Jersey, NJ: Old Bridge",16727
NJ8,"West Milford, NJ: Greenwood Lake",16792
NJ9,"Cross Keys, NJ: Cross Keys Airport",16851
NJA,"Atsugi, Japan: Atsugi NAF",13687
NJC,"Nizhnevartovsk, Russia: Nizhnevartovsk Airport",13688
NJF,"Al Najaf, Iraq: Al Najaf International",16578
NJK,"El Centro, CA: El Centro NAF",13689
NKA,"Nkan, Gabon: Nkan Airport",13690
NKC,"Nouakchott, Mauritania: Nouakchott Airport",13691
NKG,"Nanjing, China: Lukou",13692
NKI,"Naukiti, AK: Naukiti Airport",13693
NKM,"Nagoya, Japan: Nagoya Airport",13664
NKN,"Nankina, Papua New Guinea: Nankina Airport",13695
NKS,"Nkongsamba, Cameroon: Nkongsamba Airport",13696
NKT,"Sirnak, Turkey: Serafettin Elci",16676
NKV,"Nichen Cove, AK: Nichin Cove Seaplane Base",13698
NKW,"Diego Garcia, British Indian Ocean Territory: Diego Garcia Nsf",13699
NKX,"San Diego, CA: Miramar MCAS",13700
NL1,"Fogo, Canada: Fogo Airport",16808
NLA,"Ndola, Zambia: Ndola Airport",13701
NLC,"Lemoore, CA: Lemoore NAS",13702
NLD,"Nuevo Laredo, Mexico: Nuevo Laredo Airport",13703
NLG,"Nelson Lagoon, AK: Nelson Lagoon Airport",13704
NLK,"Norfolk Island, Australia: Norfolk Island Airport",13705
NLO,"Kinshasa, Congo (Kinshasa): N'Dolo",13706
NLP,"Nelspruit, South Africa: Nelspruit Airport",13707
NLS,"Nicholson, Australia: Nicholson Station",13708
NLU,"Zumpango, Mexico: Santa Lucia",16852
NM1,"Belen, NM: Alexander Municipal",16635
NM2,"Truth Or Consequences, NM: Spaceport America",16873
NM3,"Moriarty, NM: Moriarty Municipal",16968
NMC,"Norman's Cay, The Bahamas: Norman's Cay Airport",13709
NME,"Nightmute, AK: Nightmute Airport",13710
NMG,"San Miguel, Panama: San Miguel Airport",13711
NNA,"Kenitra, Morocco: Kenitra Airport",13712
NNG,"Nanning, China: Nanning Wuxu International",13713
NNK,"Naknek, AK: Naknek Airport",13714
NNL,"Nondalton, AK: Nondalton Airport",13715
NNU,"Nanuque, Brazil: Nanuque Airport",13716
NNY,"Nanyang, China: Nanyang East",13717
NOA,"Nowra, Australia: Nowra Airport",13718
NOC,"Connaught, Ireland: Ireland West Airport Knock",13719
NOG,"Nogales, Mexico: Nogales International",13720
NON,"Nonouti, Kiribati: Nonouti Airport",13721
NOP,"Mactan Island, Philippines: Nab",13722
NOR,"Nordfjordur, Iceland: Nordfjordur Airport",13723
NOS,"Nossi-Be, Madagascar: Fascene",13724
NOT,"Novato, CA: Gnoss Field",13725
NOU,"Noumea, New Caledonia: Noumea La Tontouta",13726
NOV,"Huambo, Angola: Huambo Airport",13727
NPA,"Pensacola, FL: Pensacola NAS",13728
NPE,"Napier, New Zealand: Napier Airport",13729
NPL,"New Plymouth, New Zealand: New Plymouth Airport",13730
NPT,"Newport, RI: Newport State",13731
NQA,"Millington, TN: Millington Memphis",13732
NQI,"Kingsville, TX: Kingsville NAS",13733
NQN,"Neuquen, Argentina: Presidente Peron",13734
NQX,"Key West, FL: Key West NAS",13736
NQY,"Newquay, United Kingdom: Newquay Airport",13737
NQZ,"Astana, Kazakhstan: Astana Airport",15337
NRA,"Narrandera, Australia: Narrandera Airport",13738
NRB,"Mayport, FL: Mayport NS",13739
NRI,"Afton, OK: Grand Lake Regional",13740
NRK,"Norrkoping, Sweden: Kungsangen",13741
NRL,"North Ronaldsay, United Kingdom: North Ronaldsay Airport",13742
NRR,"Ceiba, PR: Roosevelt Roads NAS",13743
NRT,"Tokyo, Japan: Narita International",13744
NSA,"Noosa, Australia: Noosa Aust.",13745
NSB,"Bimini, The Bahamas: North Seaplane Base",13746
NSE,"Milton, FL: Whiting Field NAS North",13747
NSI,"Yaounde, Cameroon: Yaounde Nsimalen",13749
NSN,"Nelson, New Zealand: Nelson Airport",13751
NSO,"Scone, Australia: Scone Airport",13752
NST,"Nakhon Si Thammarat, Thailand: Nakhon Si Thammarat Airport",13753
NSY,"Sigonella, Italy: Sigonella Airport",13754
NT1,"Snap Lake, Canada: Snap Lake Mine/Debeers",13755
NT2,"Colomac, Canada: Colomac Airport",16513
NT3,"Gahcho, Canada: Gahcho Kue",16677
NTD,"Port Hueneme, CA: Point Mugu NAS",13756
NTE,"Nantes, France: Nantes Atlantique",13757
NTL,"Newcastle, Australia: Williamtown",13758
NTN,"Normanton, Australia: Normanton Airport",13759
NTO,"Santo Antao, Cape Verde: Santo Antao Airport",13760
NTQ,"Wajima, Japan: Noto",13761
NTR,"Monterrey, Mexico: Del Norte International",13762
NTU,"Oceana, VA: Oceana NAS",13763
NTY,"Sun City, South Africa: Pilanesberg International",13764
NU1,"Doris Lake, Canada: Doris Lake Airport",16707
NU2,"Hope Bay, Canada: Hope Bay Airport",16717
NU3,"Jericho, Canada: Jericho Mine",16726
NU4,"Meadowbank Nunavut, Canada: Meadowbank",16734
NU5,"Goose Lake, Canada: Goose Lake Airport",16794
NU6,"Seaice, Canada: Seaice15",16800
NUE,"Nuremberg, Germany: Nuernberg",13765
NUG,"Nuguria, Papua New Guinea: Nuguria Airport",13766
NUI,"Nuiqsut, AK: Nuiqsut Airport",13767
NUL,"Nulato, AK: Nulato Airport",13768
NUN,"Pensacola, FL: Saufley Field NOLF",13769
NUP,"Nunapitchuk, AK: Nunapitchuk Airport",13770
NUQ,"Mountain View, CA: Moffett Federal Airfield",13771
NUW,"Whidbey Island, WA: Whidbey Island NAS",13772
NV1,"Overton, NV: Perkins Field",13773
NV2,"Jean, NV: Jean Airport",16566
NV3,"Searchlight, NV: Searchlight Airport",16572
NV4,"Reno, NV: Reno Stead",16711
NV5,"Gerlach, NV: Black Rock City",16725
NV6,"Pahrump, NV: Calvada Meadows",16817
NV7,"Silver Springs, NV: Silver Springs Airport",16969
NVA,"Neiva, Colombia: Benito Salas",13774
NVD,"Nevada, MO: Nevada Municipal",13775
NVI,"Navoi, Uzbekistan: Navoi International",16464
NVK,"Narvik, Norway: Narvik Airport",13776
NVT,"Navegantes, Brazil: Ministro Victor Konder International",13777
NWI,"Norwich, United Kingdom: Norwich Airport",13778
NXX,"Willow Grove, PA: Willow Grove NAS JRB",13780
NY1,"Kingston, NY: Kingston Ulster",13781
NY2,"Fulton, NY: Oswego County",13782
NY3,"Brockport, NY: Ledgedale Airpark",16704
NY4,"Potsdam, NY: Potsdam Municipal Damon Field",16425
NY5,"Millbrook, NY: Sky Acres",16442
NY6,"Johnstown, NY: Fulton County",16499
NY7,"Skaneateles, NY: Skaneateles Aero Drome",16498
NY8,"Mattituck, NY: Mattituck Airport",16512
NY9,"Hornell, NY: Hornell Municipal",16569
NYC,"New York, NY: New York City Metropolitan Area",13784
NYL,"Yuma, AZ: Yuma MCAS/Yuma International",13785
NYL,"Yuma, AZ: Yuma MCAS/Yuma International",16218
YUM,"Yuma, AZ: Yuma MCAS/Yuma International",13785
YUM,"Yuma, AZ: Yuma MCAS/Yuma International",16218
NYO,"Nykoping, Sweden: Skavsta",13786
NYS,"New York, NY: New York Skyports Seaplane Base",16832
QNY,"New York, NY: New York Skyports Seaplane Base",16832
NYT,"Naypyitaw, Burma: Naypyitaw International",16648
NYU,"Nyaung-U, Burma: Bagan",13787
NZJ,"Santa Ana, CA: El Toro MCAS",13789
NZW,"South Weymouth, MA: South Weymouth NAS",13790
NZY,"San Diego, CA: North Island NAS",13791
O1H,"Millersburg, OH: Holmes County",16722
O2H,"Mount Vernon, OH: Knox County",16729
O3H,"Columbus, OH: Bolton Field",16739
O4H,"Delaware, OH: Delaware Municipal Jim Moore Field",16740
O5H,"Bowling Green, OH: Wood County",16761
O6H,"Ashland, OH: Ashland County",16780
O85,"Redding, CA: Benton Field",13792
OAG,"Orange, Australia: Orange Airport",13793
OAI,"Bagram, Afghanistan: Bagram Airport",13794
OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",13795
OAK,"Oakland, CA: Metro Oakland International",13796
OAM,"Oamaru, New Zealand: Oamaru Airport",13797
OAN,"Olanchito, Honduras: El Arrayan",13798
OAX,"Oaxaca, Mexico: Oaxaca International",13799
OBC,"Obock, Djibouti: Obock Airport",13801
OBE,"Okeechobee, FL: Okeechobee County",16541
OBF,"Oberpfaffenhofen, Germany: Oberpfaffenhofen Airport",13802
OBO,"Obihiro, Japan: Obihiro Airport",13803
OBS,"Aubenas, France: Aubenas Airport",13804
OBT,"Oakland, MD: Garrett County",13805
OBU,"Kobuk, AK: Kobuk Airport",13806
OCE,"Ocean City, MD: Ocean City Municipal",13808
OCF,"Ocala, FL: Ocala International-Jim Taylor Field",13809
OCH,"Nacogdoches, TX: Nacogdoches A L Mangham Jr Regional",13810
OCI,"Oceanic, AK: Thumb Bay",13811
OCJ,"Ocho Rios, Jamaica: Boscobel",13812
OCN,"Oceanside, CA: Bob Maxwell Memorial Airfield",13813
OCW,"Washington, NC: Washington Warren",13814
OD1,"Doro, South Sudan: Doro Airport",16626
OD2,"Paloich, South Sudan: Paloich Airport",16671
OD3,"Bentiu, South Sudan: Bentiu Airport",16891
ODA,"Ouadda, Central African Republic: Ouadda Airport",13815
ODB,"Cordoba, Spain: Cordoba Airport",13816
ODD,"Oodnadatta, Australia: Oodnadatta Airport",13817
ODE,"Odense, Denmark: Hans Christian Anderson",13818
ODM,"Oakland, MD: Oakland Airport",13819
ODS,"Odessa, Ukraine: Odessa International",13820
ODW,"Oak Harbor, WA: A.J. Eisenberg",13821
OEC,"Oecusse, Timor-Leste: Oecusse Airport",13822
OEO,"Osceola, WI: L O Simenstad Municipal",16563
OER,"Oernskoeldsvik, Sweden: Ornskoldsvik",13823
OFF,"Omaha, NE: Offutt AFB",13824
OFK,"Norfolk, NE: Norfolk Regional/Karl Stefan Memorial Field",13825
OFU,"Ofu, TT: Ofu Airport",13826
OGA,"Ogallala, NE: Searle Field",13827
OGB,"Orangeburg, SC: Orangeburg Municipal",13828
OGD,"Ogden, UT: Ogden-Hinckley",13829
OGG,"Kahului, HI: Kahului Airport",13830
OGN,"Yonaguni, Japan: Yonaguni Airport",13831
OGS,"Ogdensburg, NY: Ogdensburg International",13832
OH1,"Washington Court House, OH: Fayette County",13833
OH2,"Bellefontaine, OH: Bellefontaine Regional",13834
OH3,"Chillicothe, OH: Ross County",13835
OH4,"Marysville, OH: Union County",13836
OH5,"Cincinnati, OH: Cincinnati - Blue Ash",13837
OH6,"Ravenna, OH: Portage County",13838
OH7,"Kent, OH: Kent State University",13839
OH8,"Bluffton, OH: Bluffton Airport",16470
OH9,"Medina, OH: Medina Municipal",16532
OHA,"Ohakea, New Zealand: Ohakea Airport",13840
OHC,"Northeast Cape, AK: Northeast Cape AFS",13841
OHD,"Ohrid, Macedonia: Ohrid Airport",13842
OHI,"Oshakati, Namibia: Oshakati Airport",13843
OHR,"Wyk Auf Fohr, Germany: Wyk Auf Foehr",13844
OIC,"Norwich, NY: Eaton",13845
OIM,"Oshima Islands, Japan: Oshima",13846
OIT,"Oita, Japan: Oita Airport",13847
OJC,"Olathe, KS: Johnson County Executive",13848
OKA,"Okinawa, Japan: Naha",13850
OKC,"Oklahoma City, OK: Will Rogers World",13851
OKD,"Sapporo, Japan: Okadama",13852
OKJ,"Okayama, Japan: Okayama Airport",13853
OKK,"Kokomo/Logansport/Peru, IN: Kokomo Municipal",13854
OKN,"Okondja, Gabon: Okondja Airport",13855
OKO,"Tokyo, Japan: Yokota AB",13856
OKR,"Yorke Island, Australia: Yorke Island Airport",13857
OKY,"Oakey, Australia: Oakey Airport",13858
OLA,"Orland, Norway: Orland Airport",13859
OLB,"Olbia, Italy: Olbia Costa Smeralda",13860
OLE,"Olean, NY: Cattaraugus County-Olean",13861
OLF,"Wolf Point, MT: L. M. Clayton",13862
OLH,"Old Harbor, AK: Old Harbor Airport",13863
OLI,"Olafsvik, Iceland: Rif",13864
OLL,"Oyo, Congo (Brazaville): Oyo Ollombo",16881
OLM,"Olympia, WA: Olympia Regional",13865
OLO,"Olomouc, Czech Republic: Olomouc Airport",13866
OLP,"Olympic Dam, Australia: Olympic Dam Airport",13867
