Code_x,Description,Code_y
LPT,"Lampang, Thailand: Lampang Airport",13056
LPW,"Little Port Walter, AK: Little Port Walter Airport",13057
LQK,"Pickens, SC: Pickens County",13058
LRA,"Larissa, Greece: Larissa Airport",13059
LRC,"Laarbruch, Germany: RAF Laarbruch",13060
LRD,"Laredo, TX: Laredo International",13061
LRE,"Longreach, Australia: Longreach Airport",13062
LRF,"Jacksonville, AR: Little Rock AFB",13063
LRG,"Loring, AK: Loring Airport",13064
WLR,"Loring, AK: Loring Airport",13064
LRH,"La Rochelle, France: La Rochelle/Laleu",13065
LRI,"Lorica, Colombia: Lorica Airport",13066
LRL,"Niamtougou, Togo: Niamtougou International",13067
LRM,"La Romana, Dominican Republic: Casa de Campo International",13068
LRN,"Moses Lake, WA: Larson AFB",13069
LRO,"Lathrop, CA: Sharpe AFF",13070
LRT,"Lorient, France: Lorient Lann Bihoue",13071
LRU,"Las Cruces, NM: Las Cruces International",13072
LSA,"Losuia, Papua New Guinea: Kiriwina",13073
LSC,"La Serena, Chile: La Florida",13074
LSD,"Lexington, KY: Blue Grass Station AHP",13075
LSE,"La Crosse, WI: La Crosse Regional",13076
LSF,"Columbus, GA: Lawson AAF",13077
LSI,"Lerwick, United Kingdom: Sumburgh",13078
LSL,"Los Chiles, Costa Rica: Los Chiles Airport",13079
LSN,"Los Banos, CA: Los Banos Municipal",13080
LSP,"Las Piedras, Venezuela: Josefa Camejo International",13081
LSQ,"Los Angeles, Chile: Maria Dolores",13082
LSR,"Lost River, AK: Lost River 1",13083
LSS,"Les Saintes, Guadeloupe: Terre de Haut",13084
LST,"Launceston, Australia: Launceston Airport",13085
LSU,"Long Sukang, Malaysia: Long Sukang Airport",13086
LSV,"Las Vegas, NV: Nellis AFB",13087
LSX,"Lhok Sukon, Indonesia: Lhok Sukon Airport",13088
LTA,"Tzaneen, South Africa: Letaba",13089
LTB,"Latrobe, Australia: Latrobe Valley",13090
LTD,"Ghadames, Libya: Ghadames Airport",13091
LTI,"Altai, Mongolia: Altai Airport",13092
LTM,"Lethem, Guyana: Lethem Airport",13093
LTN,"London, United Kingdom: London Luton",13094
LTO,"Loreto, Mexico: Loreto International",13095
LTQ,"Le Touquet, France: Le Touquet Cote D Opale",13096
LTS,"Altus, OK: Altus AFB",13097
LTV,"Lotusvale, Australia: Lotusvale Airport",13098
LUA,"Lukla, Nepal: Lukla Airport",13099
LUD,"Luderitz, Namibia: Luderitz Airport",13100
LUE,"Lucenec, Slovakia: Lucenec Airport",13101
LUF,"Phoenix, AZ: Luke AFB",13102
LUG,"Lugano, Switzerland: Lugano Airport",13103
LUJ,"Lusikisiki, South Africa: Lusikisiki Airport",13104
LUK,"Cincinnati, OH: Cincinnati Municipal Lunken Field",13105
LUL,"Laurel, MS: Hesler-Noble Field",13106
LUM,"Luxi, China: Mangshi",16411
LUN,"Lusaka, Zambia: Kenneth Kaunda International",13108
LUP,"Kalaupapa, HI: Kalaupapa Airport",13109
LUQ,"San Luis, Argentina: San Luis Airport",13110
LUR,"Cape Lisburne, AK: Cape Lisburne LRRS",13111
LUS,"Lusanga, Congo (Kinshasa): Lusanga Airport",16636
LUT,"Laura Station, Australia: Laura Station Airport",13112
LUX,"Luxembourg, Luxembourg: Luxembourg Airport",13113
LUZ,"Lublin, Poland: Lublin Airport",16799
LV1,"Lievarde, Latvia: Lielvarde",16963
LVB,"Livramento, Brazil: Livramento Airport",13114
LVD,"Lime Village, AK: Lime Village Airport",13115
LVI,"Livingstone, Zambia: Harry Mwaanga Nkumbula International",13116
LVK,"Livermore, CA: Livermore Municipal",13117
LVM,"Livingston, MT: Livingston Airport",13118
LVO,"Laverton, Australia: Laverton Airport",13119
LVS,"Las Vegas, NM: Las Vegas Municipal",13120
LWB,"Lewisburg, WV: Greenbrier Valley",13121
LWC,"Lawrence, KS: Lawrence Regional",13122
LWF,"Lawrenceburg, TN: Lawrenceburg-Lawrence County",13123
LWL,"Wells, NV: Wells Municipal/Harriet Field",13124
LWM,"Lawrence, MA: Lawrence Municipal",13125
LWO,"Lviv, Ukraine: Lviv International",13126
LWS,"Lewiston, ID: Lewiston Nez Perce County",13127
LWT,"Lewistown, MT: Lewistown Municipal",13128
LWV,"Lawrenceville, IL: Lawrenceville-Vincennes International",13129
LWY,"Lawas, Malaysia: Lawas Airport",13130
LXA,"Lhasa, China: Gonggar",13131
LXN,"Lexington, NE: Jim Kelly Field",13132
LXR,"Luxor, Egypt: Luxor International",13133
LXS,"Lemnos, Greece: Lemnos Airport",13134
LXV,"Leadville, CO: Lake County",13135
LYB,"Little Cayman, Cayman Islands: Edward Bodden",13136
LYC,"Lycksele, Sweden: Lycksele Airport",13137
LYE,"Lyneham, United Kingdom: RAF Lyneham",13138
LYG,"Jiangsu, China: Lianyungang Baitabu",16493
LYH,"Lynchburg, VA: Lynchburg Regional/Preston Glenn Field",13139
LYN,"Lyon, France: Lyon Bron",13140
LYP,"Faisalabad, Pakistan: Faisalabad International",13141
LYR,"Longyearbyen, Norway: Svalbard",13142
LYS,"Lyon, France: Lyon Saint Exupery",13143
LYU,"Ely, MN: Ely Municipal",13144
LYX,"Lydd, United Kingdom: London Ashford",13145
LZC,"Lazaro Cardenas, Mexico: Lazaro Cardenas Airport",13146
LZH,"Liuzhou, China: Liuzhou Bailian",13147
LZO,"Luzhou, China: Luzhou Airport",13149
LZR,"Lizard Island, Australia: Lizard Island Airport",13150
LZU,"Lawrenceville, GA: Gwinnett County - Briscoe Field",13151
MA1,"Edgartown, MA: Katama Airpark",13152
MA2,"Montague, MA: Turners Falls",16479
MA3,"Taunton, MA: Taunton Municipal King Field",16487
MA4,"Marshfield, MA: Marshfield Municipal George Harlow Field",16526
MA5,"Northampton, MA: Northampton Airport",16543
MA6,"Hopedale, MA: Hopedale Industrial Park",16807
MAA,"Chennai, India: Chennai International",13153
MAB,"Maraba, Brazil: Joao Correa Da Rocha",13154
MAC,"Macon, GA: Macon Downtown",13155
MAD,"Madrid, Spain: Adolfo Suarez Madrid Barajas",13156
MAE,"Madera, CA: Madera Municipal",13157
MAF,"Midland/Odessa, TX: Midland International Air and Space Port",13158
MAG,"Madang, Papua New Guinea: Madang Airport",13159
MAH,"Mahon, Spain: Menorca",13160
MAI,"Mangochi, Malawi: Mangochi Airport",13161
MAJ,"Majuro, Marshall Islands: Amata Kabua International",13162
MAK,"Malakal, South Sudan: Malakal Airport",13163
MAM,"Matamoros, Mexico: Matamoros International",13164
MAN,"Manchester, United Kingdom: Manchester Airport",13165
MAO,"Manaus, Brazil: Eduardo Gomes International",13166
MAP,"Mamai, Papua New Guinea: Mamai Airport",13167
MAQ,"Mae Sot, Thailand: Mae Sot Airport",16436
MAR,"Maracaibo, Venezuela: La Chinita International",13169
MAS,"Manus Island, Papua New Guinea: Momote",13170
MAT,"Matadi, Congo (Kinshasa): Matadi Tshimpi",13171
MAU,"Maupiti, French Polynesia: Maupiti Fr. Polynesia",13172
MAW,"Malden, MO: Malden Regional",13173
MAX,"Matam, Senegal: Matam Ouro Sogui",13174
MAY,"Mangrove Cay, The Bahamas: Clarence A Bain",13175
MAZ,"Mayaguez, PR: Eugenio Maria de Hostos",13176
MBA,"Mombasa, Kenya: Mombasa Moi International",13177
MBE,"Monbetsu, Japan: Monbetsu Airport",16590
MBH,"Maryborough, Australia: Maryborough Qld",13178
MBI,"Mbeya, Tanzania: Mbeya Airport",13179
MBJ,"Montego Bay, Jamaica: Sangster International",13180
MBK,"Matupa, Brazil: Matupa Airport",13181
MBL,"Manistee/Ludington, MI: Manistee County-Blacker",13182
MBO,"Mamburao, Philippines: Mamburao Airport",13183
MBS,"Saginaw/Bay City/Midland, MI: MBS International",13184
MBT,"Masbate, Philippines: Masbate Airport",13185
MBU,"Mbambanakira, Solomon Islands: Mbambanakira Airport",13186
MBX,"Maribor, Slovenia: Maribor Airport",13187
MBY,"Moberley, MO: Omar N Bradley",13188
MBZ,"Maues, Brazil: Maues Airport",13189
MCA,"Macenta, Guinea: Macenta Airport",13190
MCB,"McComb, MS: McComb/Pike County/John E. Lewis Field",13191
MCC,"Sacramento, CA: McClellan Airfield",13192
MCD,"Mackinac Island, MI: Mackinac Island Airport",13193
MCE,"Merced, CA: Merced Yosemite Regional",13194
MCF,"Tampa, FL: Macdill AFB",13195
MCG,"McGrath, AK: McGrath Airport",13196
MCH,"Machala, Ecuador: General Manuel Serrano",13197
MCI,"Kansas City, MO: Kansas City International",13198
MCJ,"Maicao, Colombia: Maicao Airport",13199
MCK,"McCook, NE: McCook Ben Nelson Regional",13200
MCL,"McKinley Park, AK: Denali",13201
MCM,"Monte Carlo, Monaco: Monaco Heloport",13202
MCN,"Macon, GA: Middle Georgia Regional",13203
MCO,"Orlando, FL: Orlando International",13204
MCP,"Macapa, Brazil: Alberto Alcolumbre",13205
MCR,"Melchor de Mencos, Guatemala: Melchor de Mencos Airport",13206
MCS,"Monte Caseros, Argentina: Monte Caseros Airport",13207
MCT,"Muscat, Oman: Muscat International",13208
MCU,"Montlucon, France: Gueret/Lepaud",13209
MCV,"McArthur River, Australia: McArthur River Mine",13210
MCW,"Mason City, IA: Mason City Municipal",13211
MCY,"Maroochydore, Australia: Sunshine Coast",13212
MCZ,"Maceio, Brazil: Zumbi Dos Palmares",13213
MD1,"Michellville, MD: Freeway",16463
MD2,"Indian Head, MD: Maryland",16710
MD3,"Churchville, MD: Harford County",16974
MDA,"San Antonio, TX: Martindale AHP",13214
MDB,"Melinda, Belize: Melinda Airport",13215
MDC,"Menado, Indonesia: Sam Ratulangi",13216
MDD,"Midland/Odessa, TX: Midland Airpark",13217
MDE,"Medellin, Colombia: Jose Maria Cordova",13218
MDF,"Medford, WI: Taylor County",13219
MDG,"Mudanjiang, China: Hailang",13220
MDH,"Carbondale, IL: Southern Illinois",13221
MDI,"Makurdi, Nigeria: Makurdi Airport",13222
MDJ,"Madras, OR: Madras Municipal",13223
MDK,"Mbandaka, Congo (Kinshasa): Mbandaka Airport",13224
MDL,"Mandalay, Burma: Mandalay International",16418
MDO,"Middleton Island, AK: Middleton Island Airport",13226
MDQ,"Mar del Plata, Argentina: Mar del Plata Airport",13227
MDR,"Medfra, AK: Medfra Airport",13228
MDS,"Middle Caicos, Turks and Caicos Islands: Conch Bar",13229
MDT,"Harrisburg, PA: Harrisburg International",13230
MDU,"Mendi, Papua New Guinea: Mendi Airport",13231
MDW,"Chicago, IL: Chicago Midway International",13232
MDX,"Mercedes, Argentina: Mercedes Aeroclub",13233
MDY,"Midway Island, TT: Sand Island Field",13234
MDZ,"Mendoza, Argentina: El Plumerillo",13235
ME1,"Rangeley, ME: Stephen A Bean Municipal",13236
ME2,"Islesboro, ME: Islesboro Airport",16503
ME3,"Belfast, ME: Belfast Municipal",16540
ME4,"Oxford, ME: Oxford County Regional",16553
ME5,"Bethel, ME: Bethel Regional",16627
ME6,"Bethel2, ME: Cole Dyke",16633
ME7,"Stonington, ME: Stonington Municipal",16736
ME8,"Eastport, ME: Eastport Municipal",16903
ME9,"Greenville, ME: Greenville Municipal",16937
MEA,"Macae, Brazil: Macae Airport",13237
MEB,"Melbourne, Australia: Essendon",13238
MEC,"Manta, Ecuador: Eloy Alfaro International",13239
MED,"Medina, Saudi Arabia: Prince Mohammad Bin Abdulaziz International",13240
MEI,"Meridian, MS: Key Field",13241
MEJ,"Meadville, PA: Port Meadville",13242
MEL,"Melbourne, Australia: Melbourne International",13243
MEM,"Memphis, TN: Memphis International",13244
MEN,"Mende, France: Mende Brenoux",13245
MEO,"Manteo, NC: Dare County Regional",13246
MEP,"Mersing, Malaysia: Mersing Malay.",13247
MEQ,"Meulaboh, Indonesia: Seunagan",13248
MER,"Atwater, CA: Castle",13249
MES,"Medan, Indonesia: Polonia",13250
MEV,"Minden, NV: Minden-Tahoe",13251
MEX,"Mexico City, Mexico: Mexico City International",13252
MEY,"Meghauli, Nepal: Meghauli Airport",13253
MFA,"Mafia Island, Tanzania: Mafia",13254
MFD,"Mansfield, OH: Mansfield Lahm Regional",13255
MFE,"Mission/McAllen/Edinburg, TX: McAllen International",13256
MFF,"Moanda, Gabon: Moanda Airport",13257
MFG,"Muzaffarabad, Pakistan: Muzaffarabad Airport",13258
MFH,"Mesquite, NV: Mesquite Airport",13259
MFI,"Marshfield, WI: Marshfield Municipal",13260
MFM,"Macau, Macau: Macau International",13261
MFN,"Milford Sound, New Zealand: Milford Sound Airport",13262
MFQ,"Maradi, Niger: Maradi Airport",13263
MFR,"Medford, OR: Rogue Valley International - Medford",13264
MFS,"Miraflores, Colombia: Miraflores Airport",13265
MFT,"Fort Worth, TX: Mangham Field",13266
MFU,"Mfuwe, Zambia: Mfuwe Airport",13267
MFV,"Melfa, VA: Accomack County",13268
MGA,"Managua, Nicaragua: Augusto Cesar Sandino International",13269
MGB,"Mount Gambier, Australia: Mount Gambier Airport",13270
MGC,"Michigan City, IN: Michigan City Municipal Phillips Field",13271
MGD,"Magdalena, Bolivia: Magdalena Airport",13272
MGE,"Marietta, GA: Dobbins ARB",13273
MGE,"Marietta, GA: Dobbins ARB",13632
NCQ,"Marietta, GA: Dobbins ARB",13273
NCQ,"Marietta, GA: Dobbins ARB",13632
MGF,"Maringa, Brazil: Silvio Name Junior",13274
MGJ,"Montgomery, NY: Orange County",13275
MGL,"Dusseldorf, Germany: Moenchengladbach",13276
MGM,"Montgomery, AL: Montgomery Regional",13277
MGN,"Magangue, Colombia: Magangue Airport",13278
MGQ,"Mogadishu, Somalia: Aden Adde International",13279
MGR,"Moultrie/Thomasville, GA: Moultrie/Thomasville Airport",13280
MGS,"Mangaia, Cook Islands: Mangaia Cook Island",13281
MGW,"Morgantown, WV: Morgantown Municipal Walter L Bill Hart Field",13282
MGY,"Dayton, OH: Dayton-Wright Brothers",13283
MHA,"Mahdia, Guyana: Mahdia Airport",13284
MHC,"Dalcahue, Chile: Mocopulli",16629
MHD,"Mashhad, Iran: Shahid Hashemi Nejad International",13286
MHE,"Mitchell, SD: Mitchell Municipal",13287
MHG,"Mannheim, Germany: Mannheim City",13288
MHH,"Marsh Harbour, The Bahamas: Leonard M Thompson International",13289
MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",13290
MHL,"Marshall, MO: Marshall Memorial Municipal",13291
MHM,"Minchumina, AK: Minchumina Airport",13292
MHO,"Mount House, Australia: Mount House Airport",13293
MHQ,"Mariehamn, Finland: Mariehamn Airport",13294
MHR,"Sacramento, CA: Sacramento Mather",13295
MHT,"Manchester, NH: Manchester Boston Regional",13296
MHV,"Mojave, CA: Mojave Air and Space Port Rutan Field",13297
MHZ,"Mildenhall, United Kingdom: Mildenhall Airport",13299
MI1,"Greenville, MI: Greenville Municipal",13300
MI2,"Holland, MI: West Michigan Regional",13301
MI3,"Howell, MI: Livingston County Spencer J. Hardy",13302
MI4,"Frankfort, MI: Frankfort Dow Memorial Field",16424
MI5,"Boyne Falls, MI: Boyne Mountain",10841
MI6,"Dowagiac, MI: Dowagiac Municipal",16683
MI7,"South Haven, MI: South Haven Area Regional",16821
MIA,"Miami, FL: Miami International",13303
MIB,"Minot, ND: Minot AFB",13304
MIC,"Minneapolis, MN: Crystal",13305
MID,"Merida, Mexico: Merida International",13306
MIE,"Muncie/Anderson/Newcastle, IN: Delaware County Regional",13307
MII,"Marilia, Brazil: Frank Miloye Milenkovich",13308
MIJ,"Mili, Marshall Islands: Mili Airport",13309
MIK,"Mikkeli, Finland: Mikkeli Airport",13310
MIL,"Milan, Italy: Milan Metropolitan Area",13311
MIM,"Merimbula, Australia: Merimbula Airport",13312
MIN,"Minnipa, Australia: Minnipa Airport",13313
MIO,"Miami, OK: Miami Regional",13314
MIP,"Mitspeh Ramon, Israel: Har Arikha",13315
MIQ,"Omaha, NE: Millard",13316
MIR,"Monastir, Tunisia: Habib Bourguiba International",13317
MIS,"Misima Island, Papua New Guinea: Misima",13318
MIT,"Shafter, CA: Shafter - Minter Field",13319
MIU,"Maiduguri, Nigeria: Maiduguri Airport",13320
MIV,"Millville, NJ: Millville Municipal",13321
MIW,"Marshalltown, IA: Marshalltown Municipal",13322
MIX,"Miriti, Colombia: Miriti Pirana",13323
MIZ,"Mainoru, Australia: Mainoru Airport",13324
MJA,"Manja, Madagascar: Manja Airport",13325
MJB,"Mejit Island, Marshall Islands: Mejit",13326
MJC,"Man, Cote d'Ivoire: Man Airport",13327
MJD,"Moenjodaro, Pakistan: Moenjodaro Airport",13328
MJF,"Mosjoen, Norway: Kjaerstad",13329
MJG,"Mayajigua, Cuba: Mayajigua Airport",13330
MJI,"Mitiga, Libya: Mitiga International",13331
MJL,"Mouila, Gabon: Mouila Airport",13332
MJM,"Mbuji-Mayi, Congo (Kinshasa): Mbuji Mayi",13333
MJN,"Majunga, Madagascar: Philibert Tsiranana",13334
MJQ,"Jackson, MN: Jackson Airport",13335
MJT,"Mytilene, Greece: Mitilini",13336
MJV,"Murcia, Spain: Murcia San Javier",13337
MJX,"Toms River, NJ: Ocean County",13338
MJZ,"Mirny, Russia: Mirny Airport",13339
MKA,"Marianske Lazne, Czech Republic: Marianske Lazne Airport",13340
MKC,"Kansas City, MO: Charles B. Wheeler Downtown",13341
MKE,"Milwaukee, WI: General Mitchell International",13342
MKG,"Muskegon, MI: Muskegon County",13344
MKI,"Obo Mboki, Central African Republic: Obo Mboki Airport",13345
MKJ,"Makoua, Congo (Brazaville): Makoua Airport",13346
MKK,"Hoolehua, HI: Molokai",13347
MKL,"Jackson, TN: McKellar-Sipes Regional",13348
MKM,"Mukah, Malaysia: Mukah Airport",13349
MKN,"Comanche, TX: Comanche County City",16948
MKO,"Muskogee, OK: Muskogee Davis Regional",13350
MKP,"Makemo, French Polynesia: Makemo Airport",13351
MKR,"Meekatharra, Australia: Meekatharra Airport",13352
MKS,"Mekane Selam, Ethiopia: Mekane Selam Airport",13353
MKT,"Mankato, MN: Mankato Regional",13354
MKU,"Makokou, Gabon: Makokou Airport",13355
MKW,"Manokwari, Indonesia: Rendani",13356
MKY,"Mackay, Australia: Mackay Airport",13357
MKZ,"Malacca, Malaysia: Malacca Airport",13358
MLA,"Malta, Malta: Luqa International",13359
MLB,"Melbourne, FL: Melbourne Orlando International",13360
MLC,"McAlester, OK: McAlester Regional",13361
MLD,"Malad City, ID: Malad City Airport",13362
MLE,"Male, Maldives: Velana International",13363
MLF,"Milford, UT: Milford Municipal/Ben and Judy Briscoe Field",13364
MLG,"Malang, Indonesia: Abdul Rachman Saleh",13365
MLI,"Moline, IL: Quad Cities International",13367
MLJ,"Milledgeville, GA: Baldwin County Regional",16976
MLK,"Malta, MT: Malta Airport",13368
MLL,"Marshall, AK: Marshall Don Hunter Sr.",13369
MLM,"Morelia, Mexico: Morelia International",13370
MLN,"Melilla, Spain: Melilla Airport",13371
MLO,"Milos, Greece: Milos Airport",13372
MLP,"Malabang, Philippines: Malabang Airport",13373
MLQ,"Malalaua, Papua New Guinea: Malalaua Airport",13374
MLS,"Miles City, MT: Frank Wiley Field",13375
MLT,"Millinocket, ME: Millinocket Municipal",13376
MLU,"Monroe, LA: Monroe Regional",13377
MLV,"Merluna, Australia: Merluna Airport",13378
MLW,"Monrovia, Liberia: Monrovia Spriggs Payne",13379
MLX,"Malatya, Turkey: Malatya Airport",13380
MLY,"Manley Hot Springs, AK: Manley Hot Springs Airport",13381
MLZ,"Melo, Uruguay: Melo Airport",13382
MMA,"Malmo, Sweden: Malmo Metropolitan Area",13383
MMB,"Memanbetsu, Japan: Memanbetsu Airport",13384
MMC,"Ciudad Mante, Mexico: Cuauhtemoc",13385
MMD,"Minami Daito, Japan: Minami Daito Airport",13386
MME,"Darlington, United Kingdom: Teesside International",13387
MMH,"Mammoth Lakes, CA: Mammoth Lakes Airport",13388
MMI,"Athens, TN: McMinn County",13389
MMJ,"Matsumoto, Japan: Matsumoto Airport",13390
MMK,"Murmansk, Russia: Murmansk Airport",13391
MML,"Marshall, MN: Southwest Minnesota Regional-Marshall/Ryan Field",13392
MMM,"Middlemount, Australia: Middlemount Airport",13393
MMN,"Stow, MA: Minute Man Air Field",13394
MMP,"Mompos, Colombia: Mompos Airport",13395
MMQ,"Mbala, Zambia: Mbala Airport",13396
MMT,"Columbia, SC: McEntire Jngb",13397
MMU,"Morristown, NJ: Morristown Municipal",13398
MMX,"Malmo, Sweden: Malmo Airport",13399
MMY,"Miyakojima, Japan: Miyako",13400
MN1,"Fosston, MN: Fosston Municipal Anderson Field",13401
MN2,"Moose Lake, MN: Moose Lake Carlton County",13402
MN3,"Ortonville, MN: Ortonville Municipal-Martinson Field",13403
MN4,"Wadena, MN: Wadena Municipal",16469
MN5,"Red Wing, MN: Red Wing Regional",16500
MN6,"Hallock, MN: Hallock Municipal",16589
MN7,"Minneapolis, MN: Anoka County Blaine",16795
MN8,"Walker, MN: Walker Municipal",16993
MNB,"Moanda, Congo (Kinshasa): Muanda",13404
MNC,"Nacala, Mozambique: Nacala International",13405
MNH,"Musanaa, Oman: Rustaq",16841
MNI,"Montserrat, Montserrat: John A Osborne",13406
MNK,"Maiana, Kiribati: Maiana Airport",13407
MNL,"Manila, Philippines: Ninoy Aquino International",13408
MNM,"Marinette, MI: Menominee Regional",13409
MNN,"Marion, OH: Marion Municipal",13410
MNO,"Manono, Congo (Kinshasa): Manono Airport",13411
MNQ,"Tosontsengel, Mongolia: Tosontsengel",16895
MNR,"Mongu, Zambia: Mongu Airport",13413
MNS,"Mansa, Zambia: Mansa Airport",13414
MNT,"Minto, AK: Minto Al Wright",13415
MNU,"Mawlamyine, Burma: Mawlamyine Airport",13416
MNX,"Manicore, Brazil: Manicore Airport",13417
MNZ,"Manassas, VA: Manassas Regional/Harry P. Davis Field",13418
MO1,"Mosby, MO: Midwest National Air Center",13419
MO2,"Washington, MO: Washington Regional",13420
MO3,"Richland, MO: Richland Municipal",16775
MO4,"Clinton, MO: Clinton Regional",16915
MO5,"Brookfield, MO: North Central Missouri Regional",16941
MOA,"Moa, Cuba: Orestes Acosta",13421
MOB,"Mobile, AL: Mobile Regional",13422
MOC,"Montes Claros, Brazil: Mario Ribeiro",13423
MOD,"Modesto, CA: Modesto City-County-Harry Sham Field",13424
MOG,"Mong Hsat, Burma: Mong Hsat Airport",13425
MOL,"Molde, Norway: Aro",13426
MOM,"Moudjeria, Mauritania: Moudjeria Ledfotar",13427
MON,"Mount Cook, New Zealand: Mount Cook Airport",13428
MOP,"Mount Pleasant, MI: Mount Pleasant Municipal",13429
MOQ,"Morondava, Madagascar: Morondava Airport",13430
MOR,"Morristown, TN: Moore-Murrell",13431
MOS,"Moses Point, AK: Moses Point Airport",13432
MOT,"Minot, ND: Minot International",13433
MOU,"Mountain Village, AK: Mountain Village Airport",13434
MOV,"Moranbah, Australia: Moranbah Airport",16718
MOW,"Moscow, Russia: Moscow Metropolitan Area",13435
MOY,"Monterrey, Colombia: Monterrey Airport",13437
MOZ,"Moorea Island, French Polynesia: Temae",13438
MPB,"Miami, FL: Watson Island International",13439
MPE,"Madison, CT: Griswold",16501
MPI,"Mamitupo, Panama: Mamitupo Airport",16485
MPJ,"Morrilton, AR: Petit Jean Park",13441
MPK,"Mokpo, South Korea: Mokpo Airport",13442
MPL,"Montpellier, France: Montpellier Mediterranee",13443
MPM,"Maputo, Mozambique: Maputo Airport",13444
MPN,"Mount Pleasant, Falkland Islands (Islas Malvinas): Mount Pleasant Airport",13445
MPO,"Mt. Pocono, PA: Pocono Mountains Regional",13446
MPR,"McPherson, KS: McPherson Airport",13447
MPS,"Mount Pleasant, TX: Mount Pleasant Municipal",13448
MPT,"Maliana, Timor-Leste: Maliana Airport",13449
MPV,"Montpelier/Barre, VT: Edward F Knapp State",13450
MPX,"Miyanmin, Papua New Guinea: Miyanmin Airport",13451
MQB,"Macomb, IL: Macomb Municipal",13452
MQI,"Quincy, MA: Quincy Airport",16634
MQJ,"Indianapolis, IN: Indianapolis Regional",13453
MQL,"Mildura, Australia: Mildura Airport",13454
MQM,"Mardin, Turkey: Mardin Airport",16631
MQN,"Mo I Rana, Norway: Rossvoll",13455
MQP,"Nelspruit, South Africa: Kruger Mpumalanga International",13456
MQQ,"Moundou, Chad: Moundou Airport",13457
MQS,"Mustique, Saint Vincent and the Grenadines: Mustique Airport",13458
MQT,"Marquette, MI: Marquette Sawyer Regional",13459
MQX,"Mek'ele, Ethiopia: Mekele International",13460
MQY,"Smyrna, TN: Smyrna Airport",13461
MRA,"Misurata, Libya: Misrata International",13462
MRB,"Martinsburg, WV: Eastern WV Regional/Shepherd Field",13463
MRC,"Columbia, TN: Maury County Regional",13464
MRD,"Merida, Venezuela: Alberto Carnevalli",13465
MRF,"Marfa, TX: Marfa Municipal",16679
MRH,"Morehead City, NC: Beaufort Morehead City",13466
MRI,"Anchorage, AK: Merrill Field",13467
MRK,"Marco Island, FL: Marco Island Executive",13469
MRN,"Morganton, NC: Morganton Lenoir",13470
MRO,"Masterton, New Zealand: Masterton Airport",16446
MRQ,"Marinduque, Philippines: Marinduque Airport",16394
MRS,"Marseille, France: Marseille Provence",13472
MRU,"Mauritius Island, Mauritius: Sir Seewoosagur Ramgoolam International",13473
MRV,"Mineralnyye Vody, Russia: Mineralnyye Vody Airport",13474
MRX,"Margarita Island, Venezuela: Del Caribe International",13475
MRY,"Monterey, CA: Monterey Regional",13476
MRZ,"Moree, Australia: Moree Airport",13477
MS1,"Grenada, MS: Grenada Municipal",13478
MS2,"Picayune, MS: Picayune Municipal",16414
MS3,"Philadelphia, MS: Philadelphia Municipal",16468
MS4,"Batesville, MS: Panola County",16743
MS5,"Cleveland, MS: Cleveland Municipal",16952
MS6,"Columbia, MS: Columbia Marion County",16979
MSA,"Muskrat Dam, Canada: Muskrat Dam Airport",13479
MSC,"Mesa, AZ: Falcon Field",13480
MSE,"Manston, United Kingdom: Manston Airport",13481
MSH,"Masirah, Oman: Masirah Airport",13482
MSJ,"Misawa, Japan: Misawa AB",13483
MSL,"Muscle Shoals, AL: Northwest Alabama Regional",13484
MSN,"Madison, WI: Dane County Regional-Truax Field",13485
MSO,"Missoula, MT: Missoula Montana",13486
MSP,"Minneapolis, MN: Minneapolis-St Paul International",13487
MSQ,"Minsk, Belarus: Minsk 2",13488
MSS,"Massena, NY: Massena International-Richards Field",13490
MST,"Maastricht, Netherlands: Maastricht Aachen",13491
MSU,"Maseru, Lesotho: Moshoeshoe I International",13492
MSV,"Monticello, NY: Sullivan County International",13493
MSW,"Massawa, Eritrea: Massawa International",13494
MSY,"New Orleans, LA: Louis Armstrong New Orleans International",13495
MSZ,"Namibe, Angola: Yuri Gagarin",13496
MT1,"Colstrip, MT: Colstrip Airport",13497
MT3,"Ennis, MT: Ennis Big Sky",16936
MTC,"Mt. Clemens, MI: Selfridge Angb",13498
MTD,"Mt. Sandford, Australia: Mount Sanford Station",13499
MTE,"Monte Alegre, Brazil: Monte Alegre Airport",13500
MTH,"Marathon, FL: The Florida Keys Marathon International",13501
MTJ,"Montrose/Delta, CO: Montrose Regional",13502
MTL,"Maitland, Australia: Maitland Airport",13503
MTM,"Metlakatla, AK: Metlakatala",13504
MTN,"Baltimore, MD: Martin State",13505
MTO,"Mattoon/Charleston, IL: Coles County Memorial",13506
MTP,"Montauk Point, NY: Sky Portal",13507
MTR,"Monteria, Colombia: Los Garzones",13508
MTS,"Manzini, Swaziland: Matsapha",13509
MTT,"Minatitlan, Mexico: Minatitlan Airport",13510
MTV,"Mota Lava, Vanuatu: Mota Lava Airport",13511
MTW,"Manitowoc, WI: Manitowoc County",13512
MTX,"Fairbanks, AK: Metro Field",13513
MTY,"Monterrey, Mexico: Monterrey International",13514
MTZ,"Masada, Israel: Israel Bar Yehuda",13515
MUA,"Munda, Solomon Islands: Munda Airport",13516
MUB,"Maun, Botswana: Maun Airport",13517
